"GenusSpp","Conc.cellsmL","totbiovol.um3mL","date"
"Aulacoseira sp.",681.6,307657.2,2019-11-12
"Stephanodiscus sp.",156.2,1961872,2019-11-12
"Desmodesmus communis",340.8,16051.68,2019-11-12
"Dictyosphaerium pulchellum",6361.6,719115.264,2019-11-12
"Kirchneriella irregularis",28.4,668.82,2019-11-12
"Monoraphidium minutum",14.2,334.41,2019-11-12
"Oocystis solitaria",14.2,4756.05333333333,2019-11-12
"Scenedesmus sp.",213,8917.6,2019-11-12
"Tetrastrum staurogeniiforme",397.6,36413.5333333333,2019-11-12
"Kephyrion sp.",28.4,1426.816,2019-11-12
"Mallomonas sp.",42.6,35670.4,2019-11-12
"Cryptomonas erosa",14.2,15286.2526666667,2019-11-12
"Cryptomonas marssonii",56.8,59450.6666666667,2019-11-12
"Cryptomonas reflexa",42.6,199754.24,2019-11-12
"Cryptomonas sp.",14.2,8917.6,2019-11-12
"Plagioselmis nannoplanctica",42.6,1783.52,2019-11-12
"Aphanocapsa holsatica",85200,44588,2019-11-12
"Aphanocapsa planctonica",28400,637236.833333333,2019-11-12
"Dolichospermum flos-aquae",1959.6,268834.963456,2019-11-12
"Microcystis sp.",4600.8,154096.128,2019-11-12
"Woronichinia naegeliana",908.8,11890.1333333333,2019-11-12
"Asterionella formosa",1.42,178.352,2020-01-14
"Aulacoseira sp.",35.5,11147,2020-01-14
"Stephanodiscus sp.",1.42,16497.56,2020-01-14
"Desmodesmus abundans",5.68,95.1210666666667,2020-01-14
"Tetrastrum triangulare",5.68,270.8721,2020-01-14
"Kephyrion sp.",2.84,40.1292,2020-01-14
"Cryptomonas erosa",32.66,241203.2448,2020-01-14
"Cryptomonas marssonii",230.04,92457.6768,2020-01-14
"Cryptomonas reflexa",11.36,73718.8266666667,2020-01-14
"Plagioselmis nannoplanctica",4.26,292.60875,2020-01-14
"Chroococcus limneticus",2.84,185.783333333333,2020-01-14
"Microcystis sp.",12.78,428.0448,2020-01-14
"Gymnodinium sp.",4.26,4494.4704,2020-01-14
"Aulacoseira sp.",2.36666666666667,594.506666666667,2020-02-11
"Desmodesmus communis",4.73333333333333,69.3591111111111,2020-02-11
"Tetrastrum triangulare",4.73333333333333,158.535111111111,2020-02-11
"Kephyrion sp.",7.1,650.241666666667,2020-02-11
"Mallomonas",3.55,6688.2,2020-02-11
"Cryptomonas erosa",13.0166666666667,47372.8004218107,2020-02-11
"Cryptomonas marssonii",56.8,23510.36064,2020-02-11
"Cryptomonas sp.",4.73333333333333,3935.02861728395,2020-02-11
"Cryptomonas reflexa",4.73333333333333,6192.77777777778,2020-02-11
"Microcystis sp.",517.116666666667,17319.9608888889,2020-02-11
"Gymnodinium sp.",1.18333333333333,17155.233,2020-02-11
"Peridinium sp.",3.55,36383.808,2020-02-11
"Euglena",1.18333333333333,10728.9875,2020-02-11
"Strombomonas sp.",1.18333333333333,16643.0902777778,2020-02-11
"Chrysochromulina parva",1.18333333333333,29.7253333333333,2020-02-11
"Asterionella formosa",2.36076475477972,817.261346633417,2020-03-17
"Aulacoseira",2.36076475477972,635.647714048213,2020-03-17
"Cyclotella",2.95095594347465,296.512053200333,2020-03-17
"Fragilaria ",2.36076475477972,98.8373510667775,2020-03-17
"Stephanodiscus ",1.77057356608479,20570.5236907731,2020-03-17
"Cosmarium ",3.54114713216958,2086.56630029864,2020-03-17
"Desmodesmus ",0.590191188694929,100.381684677196,2020-03-17
"Monoraphidium griffithi",17.7057356608479,1317.5096113882,2020-03-17
"Oocystis ",8.26267664172901,972.930174563591,2020-03-17
"Kephyrion",12.9842061512884,1467.73466334165,2020-03-17
"Cryptomonas",0.590191188694929,432.413410917152,2020-03-17
"Cryptomonas erosa",2.36076475477972,16890.0678304239,2020-03-17
"Microcystis",21.2468827930175,711.628927680798,2020-03-17
"Woronichinia naegeliana",23.3333333333333,781.511111111111,2020-03-17
"Asterionella formosa",259.423076923077,39100.2461538462,2020-04-14
"Aulacoseira ",819.230769230769,246948.923076923,2020-04-14
"Cocconeis ",6.82692307692308,3276.92307692308,2020-04-14
"Cyclotella",1160.57692307692,583073.846153846,2020-04-14
"Navicula",6.82692307692308,2057.90769230769,2020-04-14
"Stephanodiscus",143.365384615385,2333667.32307692,2020-04-14
"Desmodesmus communis",81.9230769230769,2315.14615384615,2020-04-14
"Dictyosphaerium pulchellum",109.230769230769,7145.51282051282,2020-04-14
"Monoraphidium griffithi",286.730769230769,21336.0546875,2020-04-14
"Oocystis ",27.3076923076923,10975.5076923077,2020-04-14
"Staurastrum",6.82692307692308,12969.1057692308,2020-04-14
"Kephyrion ",6.82692307692308,446.594551282051,2020-04-14
"Cryptomonas erosa",6.82692307692308,48843.1528846154,2020-04-14
"Cryptomonas marssonii",47.7884615384615,27103.8233173077,2020-04-14
"Plagioselmis nannoplanctica",6.82692307692308,468.924278846154,2020-04-14
"Aphanothece",1706.73076923077,753.628305288462,2020-04-14
"Misc. dinoflagellates",6.82692307692308,13665.7932692308,2020-04-14
"Euglena",6.82692307692308,9146.25641025641,2020-04-14
"Asterionella sp.",2638.83333333333,988097.9475,2020-05-12
"Aulacoseira sp.",2473.16666666667,2813140.5225,2020-05-12
"Cyclotella sp.",94.6666666666667,36413.5333333333,2020-05-12
"Stephanodiscus sp.",213,3646587.77875,2020-05-12
"Unidentified centric chain",71,9753.625,2020-05-12
"Acutodesmus acuminatus",47.3333333333333,851.506944444444,2020-05-12
"Closteriopsis acicularis",23.6666666666667,9697.89,2020-05-12
"Coenococcus planctonicus",1562,22071.06,2020-05-12
"Crucigenia quadrata",47.3333333333333,668.82,2020-05-12
"Desmodesmus brasiliensis",71,1588.4475,2020-05-12
"Desmodesmus costato-granulatus",426,6096.015625,2020-05-12
"Desmodesmus sp.",449.666666666667,14707.8472222222,2020-05-12
"Dictyosphaerium Ehrenbergianum",71,10701.12,2020-05-12
"Dictyosphaerium pulchellum",414.166666666667,46817.4,2020-05-12
"Eudorina elegans",378.666666666667,67971.9288888889,2020-05-12
"Gloeocystis sp.",47.3333333333333,5350.56,2020-05-12
"Gloeocystis sp.",165.7,44398.7626666667,2020-05-12
"Green spheres, solitary",23.6666666666667,2675.28,2020-05-12
"Kirchneriella lunaris ",23.6666666666667,125.40375,2020-05-12
"Lagerheimia sp.",11.8333333333333,891.76,2020-05-12
"Micractinium pusillum ",47.3333333333333,4121.29361111111,2020-05-12
"Monoraphidium griffithi",11.8333333333333,219.843611111111,2020-05-12
"Monoraphidium irregulare",153.833333333333,2717.08125,2020-05-12
"Monoraphidium minutum",11.8333333333333,334.41,2020-05-12
"Oocystis sp.",11.8333333333333,9741.23944444445,2020-05-12
"Pediastrum boryanum",189.333333333333,23193.3333333333,2020-05-12
"Tetrabaena socialis",47.3333333333333,8496.49111111111,2020-05-12
"Tetraëdron minimum",23.6666666666667,10224,2020-05-12
"Cryptomonas reflexa",23.6666666666667,48142.6544444444,2020-05-12
"Plagioselmis nannoplanctica",106.5,4904.68,2020-05-12
"Aphanocapsa sp.",29583.3333333333,418012.5,2020-05-12
"Chroococcus minutus",23.6666666666667,2675.28,2020-05-12
"Dolichospermum sp.",2958.33333333333,193524.305555556,2020-05-12
"Dolichospermum circinalis",189.333333333333,50731.2355555556,2020-05-12
"Euglena sp.",23.6666666666667,86921.8288888889,2020-05-12
"Colonial greens",500,133973.333333333,2020-06-16
"Crucigenia sp.",200,6698.66666666667,2020-06-16
"Crucigeniella crucifera",800,6698.66666666667,2020-06-16
"Desmodesmus abundans",200,5233.33333333333,2020-06-16
"Desmodesmus communis",200,47100,2020-06-16
"Kirchneriella subsolitaria",150,9812.5,2020-06-16
"Monoraphidium minutum",50,2237.25,2020-06-16
"Oocystis solitaria",150,95377.5,2020-06-16
"Pseudodidymocystis planctonica",200,5233.33333333333,2020-06-16
"Tetraëdron minimum",50,34300,2020-06-16
"Tetrastrum triangulare",200,10800,2020-06-16
"Cryptomonas marssonii",250,224346.458333333,2020-06-16
"Cryptomonas reflexa ",50,272238,2020-06-16
"Cryptomonas sp.",50,86664,2020-06-16
"Cryptomonas tetrapyrenoidosa",50,234453.333333333,2020-06-16
"Plagioselmis nannoplanctica",50,4088.54166666667,2020-06-16
"Aphanizomenon flosaquae",6750,423900,2020-06-16
"Aphanocapsa sp.",11000,155430,2020-06-16
"Aphanocapsa sp.",22250,745226.666666667,2020-06-16
"Aphanothece sp.",7500,183.984375,2020-06-16
"Chroococcus sp.",50,706.5,2020-06-16
"Cuspidothrix issatschenkoi",1150,56873.25,2020-06-16
"Cyanophyte colony",2000,28260,2020-06-16
"Dolichospermum circinale",500,133973.333333333,2020-06-16
"Dolichospermum crassum",24000,24531250,2020-06-16
"Dolichospermum flosaquae",1963631.25,433532961.914062,2020-06-16
"Dolichospermum mendotae",23750,1193200,2020-06-16
"Dolichospermum sp.",6000,678240,2020-06-16
"Stephanodiscus sp.",50,502400,2020-07-14
"Acutodesmus obliquus",200,13188,2020-07-14
"Colonial greens",150,2119.5,2020-07-14
"Desmodesmus communis",200,7195.83333333333,2020-07-14
"Elakatothrix genevensis",300,20194.125,2020-07-14
"Green flagellate",2550,166812.5,2020-07-14
"Oocystis solitaria",250,148365,2020-07-14
"Staurastrum sp.",100,353250,2020-07-14
"Tetraëdron trigonum",150,37500,2020-07-14
"Cryptomonas erosa",50,105504,2020-07-14
"Cryptomonas ovata  ",50,282600,2020-07-14
"Cryptomonas sp.",100,374104.833333333,2020-07-14
"Aphanizomenon flosaquae",2500,188400,2020-07-14
"Aphanocapsa elegans",1500,50240,2020-07-14
"Chroococcus limneticus",100,52333.3333333333,2020-07-14
"Chroococcus sp.",600,20096,2020-07-14
"Coelosphaerium kuetzingianum",108000,1526040,2020-07-14
"Dolichospermum crassum",21300,14836657,2020-07-14
"Dolichospermum flosaquae",1079700,193809749,2020-07-14
"Snowella litoralis",1600,35900.6666666667,2020-07-14
"Unidentified coccoid",200,13.0833333333333,2020-07-14
"Woronichinia naegeliana",4000,75360,2020-07-14
"Ceratium hirundinella",12,213183.6,2020-07-14
"Stephanodiscus sp.",150,4823040,2020-08-11
"Acutodesmus dimorphus",400,50240,2020-08-11
"Crucigeniella crucifera",400,9420,2020-08-11
"Desmodesmus communis",2600,783744,2020-08-11
"Goniochloris sculpta",350,240100,2020-08-11
"Oocystis borgei",200,471000,2020-08-11
"Oocystis solitaria",100,259050,2020-08-11
"Pediastrum tetras",400,90432,2020-08-11
"Scenedesmus arcuatus",150,7536,2020-08-11
"Staurastrum sp.",50,460533.333333333,2020-08-11
"Tetraëdron minimum",250,108000,2020-08-11
"Cryptomonas erosa",50,214357.333333333,2020-08-11
"Cryptomonas marssonii",50,33493.3333333333,2020-08-11
"Cryptomonas sp.",50,94200,2020-08-11
"Cryptomonas tetrapyrenoidosa",50,153075,2020-08-11
"Chroococcus sp.",200,22608,2020-08-11
"Cuspidothrix issatschenkoi",81000,3434400,2020-08-11
"Dolichospermum flosaquae",794750,89838540,2020-08-11
"Microcystis flos aquae",3112500,69838015.625,2020-08-11
"Planktothrix sp.",2250,113040,2020-08-11
"Woronichinia sp.",90000,735937.5,2020-08-11
"Ceratium hirundinella",15,195000,2020-08-11
"Stephanodiscus",828.333333333333,6389274.61666667,2020-09-15
"Coelastrum sphaericum",3786.66666666667,428044.8,2020-09-15
"Desmodesmus communis",473.333333333333,39633.7777777778,2020-09-15
"Dictyosphaerium pulchellum",20826.6666666667,5580435.91111111,2020-09-15
"Monoraphidium griffithii",118.333333333333,16720.5,2020-09-15
"Cryptomonas erosa",118.333333333333,142681.6,2020-09-15
"Cryptomonas reflexa",118.333333333333,380484.266666667,2020-09-15
"Cryptomonas sp.",118.333333333333,662131.8,2020-09-15
"Chroococcus dispersus",15383.3333333333,515239.111111111,2020-09-15
"Dolichospermum flos-aquae",1398345,158068918.8,2020-09-15
"Microcystis flos aquae",35500,501615,2020-09-15
"Microcystis sp.",1893.33333333333,123855.555555556,2020-09-15
"Planktothrix agardhii",284828.333333333,14309775.4666667,2020-09-15
"Woronichinia naegeliana",473333.333333333,19816888.8888889,2020-09-15
"Ceratium hirundinella",15,392865,2020-09-15
"Chlorogonium elongatum",20.2857142857143,1358.87238095238,2019-12-17
"Monoraphidium komarkovae",20.2857142857143,1273.94285714286,2019-12-17
"Kephyrion sp.",2921.14285714286,286637.142857143,2019-12-17
"Cryptomonas erosa",20.2857142857143,137968.011428571,2019-12-17
"Cryptomonas marssonii",2292.28571428571,1292960.17614258,2019-12-17
"Cryptomonas reflexa",40.5714285714286,44588,2019-12-17
"Plagioselmis nannoplanctica",689.714285714286,47374.75,2019-12-17
"Microcystis sp.",1014.28571428571,33971.8095238095,2019-12-17
"Gymnodinium sp.",20.2857142857143,54354.8952380952,2019-12-17
"Chrysochromulina parva",689.714285714286,17325.6228571429,2019-12-17
"Asterionella formosa",100,18840,2016-07-28
"Aulacoseira pusilla ",5500,2210560,2016-07-28
"Aulacoseira sp.",4650,1401696,2016-07-28
"Cyclotella sp.",50,8478,2016-07-28
"Nitzschia sp.",400,16210.7733333333,2016-07-28
"Synedra sp.",650,24492,2016-07-28
"Cosmarium sp.",100,37680,2016-07-28
"Crucigeniella crucifera",600,40192,2016-07-28
"Desmodesmus communis",2000,25120,2016-07-28
"Desmodesmus subspicatus ",100,2826,2016-07-28
"Dichotomococcus curvatus",400,523.333333333333,2016-07-28
"Dictyosphaerium pulchellum ",2600,36738,2016-07-28
"Kirchneriella contorta",200,1674.66666666667,2016-07-28
"Kirchneriella subsolitaria ",200,1674.66666666667,2016-07-28
"Monoraphidium arcuatum ",50,261.666666666667,2016-07-28
"Monoraphidium komarkovae",600,5495,2016-07-28
"Oocystis sp.",150,60288,2016-07-28
"Pediastrum duplex ",400,9600,2016-07-28
"Pediastrum tetras",200,1600,2016-07-28
"Scenedesmus ellipticus",100,18840,2016-07-28
"Scenedesmus obtusus ",400,29632.2962962963,2016-07-28
"Sorastrum americanum ",1400,8792,2016-07-28
"Tetraedron caudatum",200,50000,2016-07-28
"Tetraëdron minimum",2800,321355.102040816,2016-07-28
"Tetraedron trigonum ",50,6400,2016-07-28
"Mallomonas sp.",50,60288,2016-07-28
"Synura sp.",100,135648,2016-07-28
"Cryptomonas sp.",1000,745071.604938272,2016-07-28
"Plagioselmis nannoplanctica ",1400,55682.6666666667,2016-07-28
"Aphanizomenon sp.",11350,855336,2016-07-28
"Aphanocapsa incerta",5000,2616.66666666667,2016-07-28
"Dolichospermum flosaquae",124300,4163221.33333333,2016-07-28
"Merismopedia minima ",1200,628,2016-07-28
"Microcystis sp.",16000,226080,2016-07-28
"Trachelomonas sp.",150,337724.444444444,2016-07-28
"Aulacoseira sp.",1600,1054400,2016-09-06
"Nitzschia sp.",50,2026.34666666667,2016-09-06
"Chlamydomonas sp.",50,45216,2016-09-06
"Coelastrum microporum ",2900,145580,2016-09-06
"Cosmarium sp.",50,22608,2016-09-06
"Crucigeniella rectangularis",1200,33912,2016-09-06
"Desmodesmus abundans",2900,122960,2016-09-06
"Desmodesmus communis",600,7536,2016-09-06
"Desmodesmus intermedius",600,40192,2016-09-06
"Dichotomococcus curvatus",5400,7065,2016-09-06
"Dictyosphaerium pulchellum ",750,84750,2016-09-06
"Kirchneriella subsolitaria ",300,3140,2016-09-06
"Lagerheimiella genevensis",50,12500,2016-09-06
"Lagerheimiella longiseta",150,28260,2016-09-06
"Monoraphidium arcuatum ",350,1831.66666666667,2016-09-06
"Monoraphidium komarkovae",75,3375,2016-09-06
"Monoraphidium minutum ",275,1727,2016-09-06
"Oocystis pusilla ",400,133973.333333333,2016-09-06
"Oocystis solitaria",150,50240,2016-09-06
"Pediastrum duplex ",400,128000,2016-09-06
"Scenedesmus ellipticus",200,37680,2016-09-06
"Schroederia setigera ",150,203472,2016-09-06
"Staurastrum sp.",50,83733.3333333333,2016-09-06
"Tetraedron caudatum",100,5400,2016-09-06
"Tetraëdron minimum",850,167450,2016-09-06
"Tetraedron trigonum ",150,19200,2016-09-06
"Tetrastrum glabrum ",600,2512,2016-09-06
"Ochromonas sp.",50,26166.6666666667,2016-09-06
"Chroomonas nordstedtii ",150,17662.5,2016-09-06
"Cryptomonas erosa ",15425,29640605.9695216,2016-09-06
"Cryptomonas marssonii",125,140500,2016-09-06
"Cryptomonas phaseolus ",300,188400,2016-09-06
"Cryptomonas reflexa ",950,1446506.41666667,2016-09-06
"Cryptomonas sp.",3000,3476100,2016-09-06
"Cryptomonas tetrapyrenoidosa ",4000,7743658.66666667,2016-09-06
"Plagioselmis nannoplanctica ",1250,263847.222222222,2016-09-06
"Aphanocapsa delicatissima ",8425,551.135416666667,2016-09-06
"Microcystis sp.",1100,36842.6666666667,2016-09-06
"Planktothrix agardhii ",37500,1884000,2016-09-06
"Phacus sp.",50,187550,2016-09-06
"Trachelomonas sp.",650,681292.08,2016-09-06
"Gymnodinium sp.",50,102575,2016-09-06
"Peridinium sp.",50,656469.333333333,2016-09-06
"Aulacoseira pusilla ",1944.44444444444,781511.111111111,2016-10-19
"Aulacoseira sp.",10833.3333333333,272133.333333333,2016-10-19
"Cyclotella sp.",5000,2612480,2016-10-19
"Nitzschia sp.",4722.22222222222,381141.615376309,2016-10-19
"Synedra sp.",3333.33333333333,942000,2016-10-19
"Actinastrum hantzschii",34444.4444444444,78112.3456790123,2016-10-19
"Acutodesmus dimorphus",1666.66666666667,209333.333333333,2016-10-19
"Closteriiopsis longissima",555.555555555556,209333.333333333,2016-10-19
"Coelastrum microporum ",1111.11111111111,37214.8148148148,2016-10-19
"Coronastrum ellipsoideum",2222.22222222222,23259.2592592593,2016-10-19
"Cosmarium sp.",2222.22222222222,1786311.11111111,2016-10-19
"Crucigeniella crucifera",18611.1111111111,935022.222222222,2016-10-19
"Desmodesmus abundans",5555.55555555556,261666.666666667,2016-10-19
"Desmodesmus denticulatus",1111.11111111111,251200,2016-10-19
"Dichotomococcus curvatus",23888.8888888889,150022.222222222,2016-10-19
"Dictyosphaerium pulchellum ",23055.5555555556,325775,2016-10-19
"Monoraphidium komarkovae",833.333333333333,13374.0740740741,2016-10-19
"Monoraphidium minutum ",3888.88888888889,8140.74074074074,2016-10-19
"Pediastrum duplex ",10000,2560000,2016-10-19
"Pediastrum tetras",5000,123240.740740741,2016-10-19
"Scenedesmus arcuatus",2222.22222222222,20933.3333333333,2016-10-19
"Scenedesmus ellipticus",1111.11111111111,13955.5555555556,2016-10-19
"Scenedesmus obtusus ",2222.22222222222,39250,2016-10-19
"Scenedesmus quadricauda",3333.33333333333,125600,2016-10-19
"Schroederia setigera ",277.777777777778,2325.92592592593,2016-10-19
"Tetraedron caudatum",277.777777777778,4444.44444444444,2016-10-19
"Tetraëdron minimum",1388.88888888889,102880.658436214,2016-10-19
"Tetraedron trigonum ",833.333333333333,45000,2016-10-19
"Tetrastrum glabrum ",3333.33333333333,47100,2016-10-19
"Cryptomonas erosa ",555.555555555556,753600,2016-10-19
"Cryptomonas reflexa",1111.11111111111,595437.037037037,2016-10-19
"Cryptomonas sp.",277.777777777778,290740.740740741,2016-10-19
"Plagioselmis nannoplanctica ",1666.66666666667,55822.2222222222,2016-10-19
"Chroococcus minutus",555.555555555556,7850,2016-10-19
"Coelosphaerium subarcticum",141666.666666667,593111.111111111,2016-10-19
"Microcystis wesenbergii",14444.4444444444,483792.592592593,2016-10-19
"Planktothrix agardhii ",43055.5555555556,912562.5,2016-10-19
"Pseudanabaena sp.",1666.66666666667,3925,2016-10-19
"Unid. Coccoids (<5µ)",13888.8888888889,7268.51851851852,2016-10-19
"Trachelomonas sp.",277.777777777778,145370.37037037,2016-10-19
"Aulacoseira pusilla ",6100,2451712,2016-11-08
"Aulacoseira sp.",75,11304,2016-11-08
"Cocconeis sp.",25,28800,2016-11-08
"Cyclotella sp.",50,3179.25,2016-11-08
"Nitzschia sp.",50,1717.1875,2016-11-08
"Synedra sp.",50,2767.125,2016-11-08
"Actinastrum hantzschii",75,1256,2016-11-08
"Closteriiopsis longissima",225,42345.1428571429,2016-11-08
"Cosmarium sp.",325,138788,2016-11-08
"Crucigeniella crucifera",1350,67824,2016-11-08
"Desmodesmus abundans",500,18840,2016-11-08
"Desmodesmus intermedius",550,6908,2016-11-08
"Dichotomococcus curvatus",50,314,2016-11-08
"Dictyosphaerium pulchellum ",2550,85408,2016-11-08
"Kirchneriella sp.",325,5846.61458333333,2016-11-08
"Monoraphidium arcuatum ",50,30091.6666666667,2016-11-08
"Monoraphidium minutum ",175,4945.5,2016-11-08
"Oocystis solitaria Whitrock",125,98125,2016-11-08
"Oocystis sp.",150,50240,2016-11-08
"Pediastrum duplex ",1725,496800,2016-11-08
"Quadrigula closterioides",300,9891,2016-11-08
"Scenedesmus arcuatus",200,4474.5,2016-11-08
"Scenedesmus ellipticus",1700,41703.125,2016-11-08
"Scenedesmus quadricauda",975,21770.6666666667,2016-11-08
"Staurastrum sp.",25,20096,2016-11-08
"Tetraedron caudatum",150,8100,2016-11-08
"Tetraëdron minimum",3725,275925.925925926,2016-11-08
"Tetraedron muticum",25,6250,2016-11-08
"Tetraedron trigonum ",75,18750,2016-11-08
"Tetrastrum glabrum ",800,26794.6666666667,2016-11-08
"Chrysococcus sp.",25,3768,2016-11-08
"Kephyrion sp.",50,2512,2016-11-08
"Cryptomonas erosa ",450,1328265.216,2016-11-08
"Cryptomonas parapyrenoidifera",75,153860,2016-11-08
"Plagioselmis nannoplanctica ",900,30144,2016-11-08
"Rhodomonas lens ",50,20665.125,2016-11-08
"Rhodomonas minuta",125,15307.5,2016-11-08
"Aphanocapsa delicatissima ",108750,56912.5,2016-11-08
"Chroococcus dispersus ",150,16956,2016-11-08
"Merismopedia minima ",800,3349.33333333333,2016-11-08
"Microcystis wesenbergii",16000,535893.333333333,2016-11-08
"Planktothrix agardhii",52075,919774.6875,2016-11-08
"Snowella sp.",13750,57566.6666666667,2016-11-08
"Synechocystis sp.",5050,8919.5625,2016-11-08
"Trachelomonas sp.",25,104666.666666667,2016-11-08
