"GenusSpp","Conc.cellsmL","totbiovol.um3mL","date"
"Woronichinia naegeliana",908.8,11890.1333333333,2019-11-12
"Asterionella formosa",1.42,178.352,2020-01-14
"Aulacoseira sp.",35.5,11147,2020-01-14
"Stephanodiscus sp.",1.42,16497.56,2020-01-14
"Desmodesmus abundans",5.68,95.1210666666667,2020-01-14
"Tetrastrum triangulare",5.68,270.8721,2020-01-14
"Kephyrion sp.",2.84,40.1292,2020-01-14
"Cryptomonas erosa",32.66,241203.2448,2020-01-14
"Cryptomonas marssonii",230.04,92457.6768,2020-01-14
"Cryptomonas reflexa",11.36,73718.8266666667,2020-01-14
"Plagioselmis nannoplanctica",4.26,292.60875,2020-01-14
"Chroococcus limneticus",2.84,185.783333333333,2020-01-14
"Microcystis sp.",12.78,428.0448,2020-01-14
"Gymnodinium sp.",4.26,4494.4704,2020-01-14
"Aulacoseira sp.",2.36666666666667,594.506666666667,2020-02-11
"Desmodesmus communis",4.73333333333333,69.3591111111111,2020-02-11
"Tetrastrum triangulare",4.73333333333333,158.535111111111,2020-02-11
"Kephyrion sp.",7.1,650.241666666667,2020-02-11
"Mallomonas",3.55,6688.2,2020-02-11
"Cryptomonas erosa",13.0166666666667,47372.8004218107,2020-02-11
"Cryptomonas marssonii",56.8,23510.36064,2020-02-11
"Cryptomonas sp.",4.73333333333333,3935.02861728395,2020-02-11
"Cryptomonas reflexa",4.73333333333333,6192.77777777778,2020-02-11
"Microcystis sp.",517.116666666667,17319.9608888889,2020-02-11
"Gymnodinium sp.",1.18333333333333,17155.233,2020-02-11
"Peridinium sp.",3.55,36383.808,2020-02-11
"Euglena",1.18333333333333,10728.9875,2020-02-11
"Strombomonas sp.",1.18333333333333,16643.0902777778,2020-02-11
"Chrysochromulina parva",1.18333333333333,29.7253333333333,2020-02-11
"Asterionella formosa",2.36076475477972,817.261346633417,2020-03-17
"Aulacoseira",2.36076475477972,635.647714048213,2020-03-17
"Cyclotella",2.95095594347465,296.512053200333,2020-03-17
"Fragilaria ",2.36076475477972,98.8373510667775,2020-03-17
"Stephanodiscus ",1.77057356608479,20570.5236907731,2020-03-17
"Cosmarium ",3.54114713216958,2086.56630029864,2020-03-17
"Desmodesmus ",0.590191188694929,100.381684677196,2020-03-17
"Monoraphidium griffithi",17.7057356608479,1317.5096113882,2020-03-17
"Oocystis ",8.26267664172901,972.930174563591,2020-03-17
"Kephyrion",12.9842061512884,1467.73466334165,2020-03-17
"Cryptomonas",0.590191188694929,432.413410917152,2020-03-17
"Cryptomonas erosa",2.36076475477972,16890.0678304239,2020-03-17
"Microcystis",21.2468827930175,711.628927680798,2020-03-17
"Woronichinia naegeliana",23.3333333333333,781.511111111111,2020-03-17
"Asterionella formosa",259.423076923077,39100.2461538462,2020-04-14
"Aulacoseira ",819.230769230769,246948.923076923,2020-04-14
"Cocconeis ",6.82692307692308,3276.92307692308,2020-04-14
"Cyclotella",1160.57692307692,583073.846153846,2020-04-14
"Navicula",6.82692307692308,2057.90769230769,2020-04-14
"Stephanodiscus",143.365384615385,2333667.32307692,2020-04-14
"Desmodesmus communis",81.9230769230769,2315.14615384615,2020-04-14
"Dictyosphaerium pulchellum",109.230769230769,7145.51282051282,2020-04-14
"Monoraphidium griffithi",286.730769230769,21336.0546875,2020-04-14
"Oocystis ",27.3076923076923,10975.5076923077,2020-04-14
"Staurastrum",6.82692307692308,12969.1057692308,2020-04-14
"Kephyrion ",6.82692307692308,446.594551282051,2020-04-14
"Cryptomonas erosa",6.82692307692308,48843.1528846154,2020-04-14
"Cryptomonas marssonii",47.7884615384615,27103.8233173077,2020-04-14
"Plagioselmis nannoplanctica",6.82692307692308,468.924278846154,2020-04-14
"Aphanothece",1706.73076923077,753.628305288462,2020-04-14
"Misc. dinoflagellates",6.82692307692308,13665.7932692308,2020-04-14
"Euglena",6.82692307692308,9146.25641025641,2020-04-14
"Asterionella sp.",2638.83333333333,988097.9475,2020-05-12
"Aulacoseira sp.",2473.16666666667,2813140.5225,2020-05-12
"Cyclotella sp.",94.6666666666667,36413.5333333333,2020-05-12
"Stephanodiscus sp.",213,3646587.77875,2020-05-12
"Unidentified centric chain",71,9753.625,2020-05-12
"Acutodesmus acuminatus",47.3333333333333,851.506944444444,2020-05-12
"Closteriopsis acicularis",23.6666666666667,9697.89,2020-05-12
"Coenococcus planctonicus",1562,22071.06,2020-05-12
"Crucigenia quadrata",47.3333333333333,668.82,2020-05-12
"Desmodesmus brasiliensis",71,1588.4475,2020-05-12
"Desmodesmus costato-granulatus",426,6096.015625,2020-05-12
"Desmodesmus sp.",449.666666666667,14707.8472222222,2020-05-12
"Dictyosphaerium Ehrenbergianum",71,10701.12,2020-05-12
"Dictyosphaerium pulchellum",414.166666666667,46817.4,2020-05-12
"Eudorina elegans",378.666666666667,67971.9288888889,2020-05-12
"Gloeocystis sp.",47.3333333333333,5350.56,2020-05-12
"Gloeocystis sp.",165.7,44398.7626666667,2020-05-12
"Green spheres, solitary",23.6666666666667,2675.28,2020-05-12
"Kirchneriella lunaris ",23.6666666666667,125.40375,2020-05-12
"Lagerheimia sp.",11.8333333333333,891.76,2020-05-12
"Micractinium pusillum ",47.3333333333333,4121.29361111111,2020-05-12
"Monoraphidium griffithi",11.8333333333333,219.843611111111,2020-05-12
"Monoraphidium irregulare",153.833333333333,2717.08125,2020-05-12
"Monoraphidium minutum",11.8333333333333,334.41,2020-05-12
"Oocystis sp.",11.8333333333333,9741.23944444445,2020-05-12
"Pediastrum boryanum",189.333333333333,23193.3333333333,2020-05-12
"Tetrabaena socialis",47.3333333333333,8496.49111111111,2020-05-12
"Tetraëdron minimum",23.6666666666667,10224,2020-05-12
"Cryptomonas reflexa",23.6666666666667,48142.6544444444,2020-05-12
"Plagioselmis nannoplanctica",106.5,4904.68,2020-05-12
"Aphanocapsa sp.",29583.3333333333,418012.5,2020-05-12
"Chroococcus minutus",23.6666666666667,2675.28,2020-05-12
"Dolichospermum sp.",2958.33333333333,193524.305555556,2020-05-12
"Dolichospermum circinalis",189.333333333333,50731.2355555556,2020-05-12
"Euglena sp.",23.6666666666667,86921.8288888889,2020-05-12
"Colonial greens",500,133973.333333333,2020-06-16
"Crucigenia sp.",200,6698.66666666667,2020-06-16
"Crucigeniella crucifera",800,6698.66666666667,2020-06-16
"Desmodesmus abundans",200,5233.33333333333,2020-06-16
"Desmodesmus communis",200,47100,2020-06-16
"Kirchneriella subsolitaria",150,9812.5,2020-06-16
"Monoraphidium minutum",50,2237.25,2020-06-16
"Oocystis solitaria",150,95377.5,2020-06-16
"Pseudodidymocystis planctonica",200,5233.33333333333,2020-06-16
"Tetraëdron minimum",50,34300,2020-06-16
"Tetrastrum triangulare",200,10800,2020-06-16
"Cryptomonas marssonii",250,224346.458333333,2020-06-16
"Cryptomonas reflexa ",50,272238,2020-06-16
"Cryptomonas sp.",50,86664,2020-06-16
"Cryptomonas tetrapyrenoidosa",50,234453.333333333,2020-06-16
"Plagioselmis nannoplanctica",50,4088.54166666667,2020-06-16
"Aphanizomenon flosaquae",6750,423900,2020-06-16
"Aphanocapsa sp.",11000,155430,2020-06-16
"Aphanocapsa sp.",22250,745226.666666667,2020-06-16
"Aphanothece sp.",7500,183.984375,2020-06-16
"Chroococcus sp.",50,706.5,2020-06-16
"Cuspidothrix issatschenkoi",1150,56873.25,2020-06-16
"Cyanophyte colony",2000,28260,2020-06-16
"Dolichospermum circinale",500,133973.333333333,2020-06-16
"Dolichospermum crassum",24000,24531250,2020-06-16
"Dolichospermum flosaquae",1963631.25,433532961.914062,2020-06-16
"Dolichospermum mendotae",23750,1193200,2020-06-16
"Dolichospermum sp.",6000,678240,2020-06-16
"Stephanodiscus sp.",50,502400,2020-07-14
"Acutodesmus obliquus",200,13188,2020-07-14
"Colonial greens",150,2119.5,2020-07-14
"Desmodesmus communis",200,7195.83333333333,2020-07-14
"Elakatothrix genevensis",300,20194.125,2020-07-14
"Green flagellate",2550,166812.5,2020-07-14
"Oocystis solitaria",250,148365,2020-07-14
"Staurastrum sp.",100,353250,2020-07-14
"Tetraëdron trigonum",150,37500,2020-07-14
"Cryptomonas erosa",50,105504,2020-07-14
"Cryptomonas ovata  ",50,282600,2020-07-14
"Cryptomonas sp.",100,374104.833333333,2020-07-14
"Aphanizomenon flosaquae",2500,188400,2020-07-14
"Aphanocapsa elegans",1500,50240,2020-07-14
"Chroococcus limneticus",100,52333.3333333333,2020-07-14
"Chroococcus sp.",600,20096,2020-07-14
"Coelosphaerium kuetzingianum",108000,1526040,2020-07-14
"Dolichospermum crassum",21300,14836657,2020-07-14
"Dolichospermum flosaquae",1079700,193809749,2020-07-14
"Snowella litoralis",1600,35900.6666666667,2020-07-14
"Unidentified coccoid",200,13.0833333333333,2020-07-14
"Woronichinia naegeliana",4000,75360,2020-07-14
"Ceratium hirundinella",12,213183.6,2020-07-14
"Stephanodiscus sp.",150,4823040,2020-08-11
"Acutodesmus dimorphus",400,50240,2020-08-11
"Crucigeniella crucifera",400,9420,2020-08-11
"Desmodesmus communis",2600,783744,2020-08-11
"Goniochloris sculpta",350,240100,2020-08-11
"Oocystis borgei",200,471000,2020-08-11
"Oocystis solitaria",100,259050,2020-08-11
"Pediastrum tetras",400,90432,2020-08-11
"Scenedesmus arcuatus",150,7536,2020-08-11
"Staurastrum sp.",50,460533.333333333,2020-08-11
"Tetraëdron minimum",250,108000,2020-08-11
"Cryptomonas erosa",50,214357.333333333,2020-08-11
"Cryptomonas marssonii",50,33493.3333333333,2020-08-11
"Cryptomonas sp.",50,94200,2020-08-11
"Cryptomonas tetrapyrenoidosa",50,153075,2020-08-11
"Chroococcus sp.",200,22608,2020-08-11
"Cuspidothrix issatschenkoi",81000,3434400,2020-08-11
"Dolichospermum flosaquae",794750,89838540,2020-08-11
"Microcystis flos aquae",3112500,69838015.625,2020-08-11
"Planktothrix sp.",2250,113040,2020-08-11
"Woronichinia sp.",90000,735937.5,2020-08-11
"Ceratium hirundinella",15,195000,2020-08-11
"Stephanodiscus",828.333333333333,6389274.61666667,2020-09-15
"Coelastrum sphaericum",3786.66666666667,428044.8,2020-09-15
"Desmodesmus communis",473.333333333333,39633.7777777778,2020-09-15
"Dictyosphaerium pulchellum",20826.6666666667,5580435.91111111,2020-09-15
"Monoraphidium griffithii",118.333333333333,16720.5,2020-09-15
"Cryptomonas erosa",118.333333333333,142681.6,2020-09-15
"Cryptomonas reflexa",118.333333333333,380484.266666667,2020-09-15
"Cryptomonas sp.",118.333333333333,662131.8,2020-09-15
"Chroococcus dispersus",15383.3333333333,515239.111111111,2020-09-15
"Dolichospermum flos-aquae",1398345,158068918.8,2020-09-15
"Microcystis flos aquae",35500,501615,2020-09-15
"Microcystis sp.",1893.33333333333,123855.555555556,2020-09-15
"Planktothrix agardhii",284828.333333333,14309775.4666667,2020-09-15
"Woronichinia naegeliana",473333.333333333,19816888.8888889,2020-09-15
"Ceratium hirundinella",15,392865,2020-09-15
"Chlorogonium elongatum",20.2857142857143,1358.87238095238,2019-12-17
"Monoraphidium komarkovae",20.2857142857143,1273.94285714286,2019-12-17
"Kephyrion sp.",2921.14285714286,286637.142857143,2019-12-17
"Cryptomonas erosa",20.2857142857143,137968.011428571,2019-12-17
"Cryptomonas marssonii",2292.28571428571,1292960.17614258,2019-12-17
"Cryptomonas reflexa",40.5714285714286,44588,2019-12-17
"Plagioselmis nannoplanctica",689.714285714286,47374.75,2019-12-17
"Microcystis sp.",1014.28571428571,33971.8095238095,2019-12-17
"Gymnodinium sp.",20.2857142857143,54354.8952380952,2019-12-17
"Chrysochromulina parva",689.714285714286,17325.6228571429,2019-12-17
"Aulacoseira distans",1570.784,437306.2656,2015-08-16
"centric diatom sp.",1570.784,353897.6352,2015-08-16
"Cocconeis sp.",392.696,328568.7432,2015-08-16
"Aulacoseira sp.",500,245450,2015-08-16
"Closterium sp.",10,2315,2015-08-16
"chlorophyte unicell, sphere  5-7.5um spp.",3141.568,273630.5728,2015-08-16
"Mychonastes sp.",14137.056,108855.3312,2015-08-16
"Desmodesmus sempervirens",4712.352,88592.2176,2015-08-16
"chlorophyte colony sp.",9424.704,56548.224,2015-08-16
"Tetraedron minimum",392.696,47359.1376,2015-08-16
"Monoraphidium nanum",6283.136,37070.5024,2015-08-16
"Pseudopediastrum boryanum",180,17190,2015-08-16
"Oocystis sp.",1570.784,14451.2128,2015-08-16
"Dictyosphaerium sp.",200,4100,2015-08-16
"Monoraphidium contortum",392.696,4084.0384,2015-08-16
"Desmodesmus sp.",30,2178,2015-08-16
"Schroederia setigera",10,1659,2015-08-16
"cryptophyte sp.",20,12164,2015-08-16
"cryptophyte sp.",10,4396,2015-08-16
"Microcystis wesenbergii",147653.696,15872772.32,2015-08-16
"Microcystis sp.",50265.088,3287336.7552,2015-08-16
"Aphanothece sp.",113096.448,904771.584,2015-08-16
"Aphanizomenon flos-aquae/klebahnii",5890.44,360494.928,2015-08-16
"Dolichospermum sp.",570,322335,2015-08-16
"Microcystis spp. (unicell)",3141.568,273630.5728,2015-08-16
"Microcystis spp. (cell pair)",3141.568,273630.5728,2015-08-16
"Cyanodictyon imperfectum",339289.344,135715.7376,2015-08-16
"Dolichospermum sp.",700,91630,2015-08-16
"Cyanocatena planctonica",219909.76,87963.904,2015-08-16
"Planktolyngbya limnetica",3640,37856,2015-08-16
"Microcystis sp.",140,26796,2015-08-16
"Cuspidothrix issatschenkoi",320,16512,2015-08-16
"Pseudanabaena sp.",1963.48,15511.492,2015-08-16
"cyanophyte tetrad spp.",12566.272,15079.5264,2015-08-16
"cyanophyte unicell, sphere  2.5-5um spp.",1570.784,12880.4288,2015-08-16
"Aphanocapsa sp.",16493.232,6597.2928,2015-08-16
"Aphanocapsa planctonica",440,3608,2015-08-16
"Trachelomonas volvocina",785.392,935087.7152,2015-08-16
"Trachelomonas sp.",10,66268,2015-08-16
"Pseudostaurastrum sp.",10,8836,2015-08-16
"centric diatom sp.",785.392,280777.64,2016-04-15
"pennate diatom sp.",1,18064.2,2016-04-15
"Aulacoseira sp.",36,17672.4,2016-04-15
"Aulacoseira distans",30,10602,2016-04-15
"Stephanodiscus sp.",1,9236.3,2016-04-15
"Asterionella formosa",12,9010.8,2016-04-15
"Synedra sp.",6,8538.6,2016-04-15
"Gomphonema/Gomphoneis sp.",1,2262,2016-04-15
"Rhoicosphenia abbreviata",1,1117.7,2016-04-15
"Nitzschia sp.",1,67.5,2016-04-15
"Koliella longiseta",628.3136,90602.82112,2016-04-15
"chlorophyte unicell, sphere  2.5-5um spp.",628.3136,32043.9936,2016-04-15
"chlorophyte unicell, oval  5-7.5um spp.",157.0784,22854.9072,2016-04-15
"chlorophyte flagellate sp.",39.2696,21339.10064,2016-04-15
"Desmodesmus sempervirens",628.3136,20106.0352,2016-04-15
"Pseudodidymocystis sp.",628.3136,11937.9584,2016-04-15
"Tetraedron caudatum",39.2696,11564.8972,2016-04-15
"Mychonastes sp.",1570.784,11309.6448,2016-04-15
"Koliella sp.",1256.6272,10681.3312,2016-04-15
"Desmodesmus sp.",314.1568,7696.8416,2016-04-15
"Monoraphidium contortum",314.1568,6031.81056,2016-04-15
"Tetrastrum staurogeniaeforme",628.3136,5780.48512,2016-04-15
"chlorophyte cell pair spp.",314.1568,4429.61088,2016-04-15
"Monoraphidium arcuatum",39.2696,1849.59816,2016-04-15
"cf. Coenocystis sp.",4,362,2016-04-15
"Chrysococcus sp.",471.2352,30818.78208,2016-04-15
"cryptophyte sp.",39.2696,27834.29248,2016-04-15
"cryptophyte sp.",16,20761.6,2016-04-15
"Microcystis sp.",3024,197769.6,2016-04-15
"Microcystis wesenbergii",160,17200,2016-04-15
"Microcystis spp. (cell pair)",78.5392,5458.4744,2016-04-15
"Phormidium sp.",30,5037,2016-04-15
"Cyanodictyon imperfectum",12566.272,3769.8816,2016-04-15
"Dolichospermum sp.",4,2787.6,2016-04-15
"Aphanothece sp.",1570.784,2356.176,2016-04-15
"Aphanocapsa sp.",2042.0192,1837.81728,2016-04-15
"cyanophyte unicell, oval/rod  2.5-5um spp.",157.0784,1303.75072,2016-04-15
"cyanophyte unicell, sphere  2.5-5um spp.",157.0784,1288.04288,2016-04-15
"Dolichospermum sp.",8,523.2,2016-04-15
"cyanophyte tetrad spp.",628.3136,314.1568,2016-04-15
"Peridiniopsis sp.",78.5392,604508.36848,2016-04-15
"dinoflagellate sp.",157.0784,600777.75648,2016-04-15
"Trachelomonas sp.",157.0784,192766.61248,2016-04-15
"euglenophyte sp.",1,1047.2,2016-04-15
"Chrysochromulina sp.",39.2696,26255.65456,2016-04-15
"Aulacoseira sp.",2827.4112,1387976.15808,2016-05-15
"Asterionella formosa",235.6176,176925.25584,2016-05-15
"centric diatom sp.",314.1568,87429.83744,2016-05-15
"Synedra sp.",235.6176,66208.5456,2016-05-15
"Asterionella formosa",78.5392,58975.08528,2016-05-15
"Synedra sp.",78.5392,29915.58128,2016-05-15
"Navicula sp.",78.5392,28556.85312,2016-05-15
"Stephanodiscus sp.",2,20788.6,2016-05-15
"pennate diatom sp.",4,17768.4,2016-05-15
"Nitzschia sigmoidea",2,14579,2016-05-15
"Cymbella/Encyonema sp.",2,12802,2016-05-15
"Aulacoseira distans",32,11308.8,2016-05-15
"Gomphonema acuminatum",2,6534.6,2016-05-15
"Nitzschia sp.",2,135,2016-05-15
"Closterium sp.",2,3928.8,2016-05-15
"Staurastrum sp.",2,1965.8,2016-05-15
"Mychonastes sp.",12566.272,90477.1584,2016-05-15
"Desmodesmus sempervirens",1884.9408,60318.1056,2016-05-15
"Tetrastrum staurogeniaeforme",1256.6272,23624.59136,2016-05-15
"Desmodesmus sp.",1256.6272,21613.98784,2016-05-15
"Dichotomococcus sp.",1884.9408,18849.408,2016-05-15
"Pseudopediastrum boryanum",192,18336,2016-05-15
"chlorophyte unicell, sphere  5-7.5um spp.",78.5392,14105.64032,2016-05-15
"chlorophyte unicell, sphere  2.5-5um spp.",942.4704,13288.83264,2016-05-15
"Monoraphidium nanum",942.4704,13006.09152,2016-05-15
"Schroederia setigera",314.1568,11529.55456,2016-05-15
"Pseudodidymocystis sp.",628.3136,10869.82528,2016-05-15
"Monoraphidium minutum",314.1568,10272.92736,2016-05-15
"Koliella longiseta",78.5392,8223.05424,2016-05-15
"chlorophyte unicell, oval  5-7.5um spp.",314.1568,6440.2144,2016-05-15
"Dichotomococcus sp.",628.3136,6283.136,2016-05-15
"Tetrastrum elegans",628.3136,5152.17152,2016-05-15
"Desmodesmus cf. bicaudatus",157.0784,3926.96,2016-05-15
"Monoraphidium arcuatum",78.5392,3699.19632,2016-05-15
"Monoraphidium sp.",314.1568,2513.2544,2016-05-15
"chlorophyte tetrad spp.",1256.6272,2261.92896,2016-05-15
"Monoraphidium contortum",78.5392,1507.95264,2016-05-15
"Monoraphidium komarkovae",4,301.6,2016-05-15
"Monoraphidium sp.",4,226.4,2016-05-15
"Tetraedron minimum",2,204.8,2016-05-15
"Chrysococcus sp.",314.1568,20545.85472,2016-05-15
"chrysophyte flagellate sp.",4,2097.2,2016-05-15
"Dinobryon sp.",2,196.4,2016-05-15
"Microcystis sp.",69114.496,5390930.688,2016-05-15
"Microcystis wesenbergii",3700,397750,2016-05-15
"nostocalean filament sp.",3612.8032,202678.25952,2016-05-15
"Dolichospermum mendotae/sigmoideum",2984.4896,134898.92992,2016-05-15
"Microcystis spp. (unicell)",628.3136,49008.4608,2016-05-15
"Microcystis spp. (cell pair)",628.3136,49008.4608,2016-05-15
"Dolichospermum sp.",200,44180,2016-05-15
"Cyanodictyon imperfectum",79167.5136,23750.25408,2016-05-15
"Woronichinia naegeliana (unicell)",628.3136,14828.20096,2016-05-15
"cyanophyte cell pair spp.",1884.9408,12063.62112,2016-05-15
"Planktothrix sp.",432,7171.2,2016-05-15
"Woronichinia naegeliana (cell pair)",157.0784,3707.05024,2016-05-15
"cyanophyte unicell, oval/rod  2.5-5um spp.",314.1568,2607.50144,2016-05-15
"Cyanocatena planctonica",5026.5088,1507.95264,2016-05-15
"Trachelomonas volvocina",6,6136.2,2016-05-15
"unknown unicell, sphere spp.",628.3136,74643.65568,2016-05-15
"unknown unicell, oval spp.",314.1568,34651.49504,2016-05-15
"Aulacoseira sp.",628.3136,308439.14624,2016-06-15
"Fragilaria capucina",344,171174.4,2016-06-15
"Aulacoseira distans",235.6176,83267.25984,2016-06-15
"Asterionella formosa",12,9010.8,2016-06-15
"Cymbella/Encyonema sp.",2,5576,2016-06-15
"Navicula sp.",2,3402.4,2016-06-15
"Closterium sp.",2,6065.2,2016-06-15
"Closterium acutum v. linea",16,4761.6,2016-06-15
"Staurastrum sp.",4,3931.6,2016-06-15
"Pseudopediastrum boryanum",3141.568,300019.744,2016-06-15
"Mychonastes sp.",13613.4613333333,98016.9216,2016-06-15
"Desmodesmus sempervirens",1884.9408,60318.1056,2016-06-15
"Tetraedron minimum",523.594666666667,53616.0938666667,2016-06-15
"Oocystis sp.",942.4704,42316.92096,2016-06-15
"Crucigeniella pulchra",392.696,38562.7472,2016-06-15
"Desmodesmus serratus",314.1568,33174.95808,2016-06-15
"Oocystis spp.",314.1568,28556.85312,2016-06-15
"Dichotomococcus sp.",2094.37866666667,20943.7866666667,2016-06-15
"Tetraedron caudatum",157.0784,11560.97024,2016-06-15
"chlorophyte unicell sp.",78.5392,11553.11632,2016-06-15
"chlorophyte unicell, oval  2.5-5um spp.",523.594666666667,11100.2069333333,2016-06-15
"Desmodesmus spp.",628.3136,10806.99392,2016-06-15
"Coenochloris fottii",112,7784,2016-06-15
"Monoraphidium nanum",523.594666666667,7225.6064,2016-06-15
"Tetrastrum staurogeniaeforme",314.1568,5906.14784,2016-06-15
"Desmodesmus sp.",314.1568,5403.49696,2016-06-15
"Treubaria triappendiculata",78.5392,4861.57648,2016-06-15
"Nephrochlamys subsolitaria",157.0784,3738.46592,2016-06-15
"Schroederia setigera",78.5392,2882.38864,2016-06-15
"Desmodesmus smithii",8,2285.6,2016-06-15
"Cryptomonas cf. ovata",4,4335.2,2016-06-15
"Dolichospermum mendotae/sigmoideum",14451.2128,1186444.57088,2016-06-15
"Microcystis sp.",8639.312,673866.336,2016-06-15
"Cyanodictyon imperfectum",703711.232,211113.3696,2016-06-15
"Cyanocatena planctonica",395837.568,118751.2704,2016-06-15
"Microcystis spp. (cell pair)",942.4704,73512.6912,2016-06-15
"Microcystis spp. (unicell)",628.3136,49008.4608,2016-06-15
"Microcystis wesenbergii",240,25800,2016-06-15
"Aphanocapsa sp.",21990.976,10995.488,2016-06-15
"cyanophyte cell pair spp.",157.0784,1947.77216,2016-06-15
"Pseudanabaena sp.",156,686.4,2016-06-15
"dinoflagellate sp.",2,8128.8,2016-06-15
"Trachelomonas volvocina",8,8181.6,2016-06-15
"Trachelomonas sp.",2,3840.6,2016-06-15
"unknown unicell, sphere spp.",78.5392,9330.45696,2016-06-15
"Pseudostaurastrum sp.",4,7330.4,2016-06-15
